Doc Name,Intent Phrase,Intent,Sub Intent
06_404_dispute,the indigenous community in this period 1825-1900 carried out types of economic activity,Land_Dispute,party
06_404_dispute,ceremonies and song cycles of both practical and spiritual significance,Land_Dispute,description
06_404_dispute,because there is no historical record of Aboriginal people,Land_Dispute,evidence
06_404_dispute,directed the Woolners to return to their own country,Land_Dispute,action
06_404_dispute,reported on a 'large invasion of Wagites' to the town area,Land_Dispute,evidence
06_404_dispute,historical evidence quoted above does not necessarily lead to this conclusion,Land_Dispute,description
06_404_dispute,there are indications that traditional laws and customs were also being asserted,Land_Dispute,evidence
06_404_dispute,the historical record indicates that it was accepted by some of the colonisers,Land_Dispute,evidence
06_343_dispute,Limited also objects to inspection being allowed in respect of the seven documents,Land_Dispute,judgement_final
06_343_dispute,they are covered by the privilege in respect of settlement negotiations,Land_Dispute,description
06_343_dispute,five Seven Network Limited group of companies,Land_Dispute,party
06_343_dispute,assigned certain rights in relation to that deed,Land_Dispute,action
06_343_dispute,the Applicants and Network Ten Pty Limited produce to Nine for inspection,Land_Dispute,judgement_final
06_343_dispute,deal with the seven documents as identified in the AFL list,Land_Dispute,description
06_343_dispute,they are covered by the privilege in respect of settlement negotiations,Land_Dispute,description
06_343_dispute,evidence being adduced in the proceeding concerned,Land_Dispute,action
06_343_dispute,the provisions of s 142(1) of the Act,Land_Dispute,judgement_source
06_343_dispute,who carries the onus of establishing that the seven documents,Land_Dispute,evidence
06_343_dispute,Third Party Licence the AFL will provide to Seven written notice of the terms and conditions,Land_Dispute,judgement_source
06_343_dispute,"On 20 October 2005 Clayton Utz, Solicitors, wrote to the AFL on behalf of the five Seven Network Limited",Land_Dispute,evidence
06_343_dispute,granted to our clients pursuant to clause 4 of the deed,Land_Dispute,action
06_343_dispute,fresh notice was provided to Clayton Utz under cover of a letter,Land_Dispute,action
06_343_dispute,That letter hinted at the possibility of proceedings being instituted,Land_Dispute,evidence
06_343_dispute,to accept service of process and Orders made by the Court,Land_Dispute,judgement_source
06_343_dispute,prepared in connection with attempts to negotiate,Land_Dispute,action
06_343_dispute,implied consent of the persons in dispute and that a full disclosure of the evidence is reasonably necessary,Land_Dispute,description
06_343_dispute,the offer contained within it does not amount to a communication,Land_Dispute,evidence
06_343_dispute,The document is not privileged from production on the basis of privilege,Land_Dispute,description
06_343_dispute,The modification does not relevantly affect the privileged status of the document,Land_Dispute,description
06_343_dispute,copy of document number 21 endorsed with the word 'Agreed',Land_Dispute,evidence
06_343_dispute,valid First Offer under the First and Last Deed,Land_Dispute,judgement_final
06_343_dispute,give rise to the alleged partial disclosure of that letter,Land_Dispute,description
06_343_dispute,Whilst the document refers to the communication between Clayton Utz and Browne,Land_Dispute,evidence
06_1112_dispute,I granted an injunction restraining Comandate Marine,Land_Dispute,action
06_1112_dispute,I granted earlier to enable it to litigate its claims,Land_Dispute,action
06_1112_dispute,claim under the Trade Practices Act 1974 (Cth),Land_Dispute,judgement_source
06_1112_dispute,to the determination of these issues are relatively undisputed,Land_Dispute,description
06_1112_dispute,officers and crew are capable of performing their respective obligations ,Land_Dispute,party
06_1112_dispute,adopted a convention of sending telexes and also emails,Land_Dispute,action
06_1112_dispute,the owner's claim for security appeared to be strategic,Land_Dispute,claim
06_1112_dispute,The affidavit in support of the application for the arrest warrant was sworn,Land_Dispute,action
06_1112_dispute,"solicitor for Comandate Marine, Mr Wilson.",Land_Dispute,party
06_1112_dispute,refused Comandate Marine's application for a stay of the Full Court,Land_Dispute,action
06_1112_dispute,on the reasons for which the Maritime Safety Authority detained the Comandate,Land_Dispute,evidence
06_1112_dispute,with the ceiling plates and screws had been corroded,Land_Dispute,evidence
06_1112_dispute,cabins were said to be covered in oil and extremely slippery,Land_Dispute,evidence
06_1112_dispute,Comandate Marine sought no relief either in respect of its claim ,Land_Dispute,description
06_1112_dispute,The effect of Comandate Marine commencing the Boomerang,Land_Dispute,description
06_1112_dispute,cross claim founded on or arising directly out of the same subject matter,Land_Dispute,description
06_1112_dispute,when it takes a step which is consistent only with one of those rights the law attributes to,Land_Dispute,description
06_1112_dispute,produces the necessity of making a choice,Land_Dispute,action
06_1112_dispute,Civil Jurisdiction and Judgments Act 1982,Land_Dispute,judgement_source
06_1112_dispute,a general maritime claim for security for the arbitration proceedings,Land_Dispute,claim
06_1112_dispute,claimed relief under s 29 of the Admiralty Act 1988,Land_Dispute,judgement_source
06_1112_dispute,invoked the jurisdiction of the Court to hear and determine,Land_Dispute,action
06_1112_dispute,claim only that relief when it invoked the jurisdiction of the Court,Land_Dispute,claim
06_1112_dispute,"showing that the conduct of each party, as evinced to the other party and acted on by him",Land_Dispute,action
06_1112_dispute,Court does have jurisdiction to hear and determine,Land_Dispute,description
06_1177_dispute,their appointment was lawful,Land_Dispute,description
06_1177_dispute,this proceeding amounts to an abuse of the procedures provided by the Act,Land_Dispute,description
06_1177_dispute,charged with 22 counts of dishonest false accounting,Land_Dispute,evidence
06_1177_dispute,was filed in the Federal Court on 17 October 2002,Land_Dispute,judgement_source
06_1177_dispute,The procedural details and history of the primary proceeding are discussed,Land_Dispute,evidence
06_1177_dispute,An Order on appeal from the decision of the [liquidator] executing the Deed,Land_Dispute,judgement_final
06_1177_dispute,"an application for and granting leave for reasons purpose as defined in section 237 (a), (b), (c) and (d) be granted",Land_Dispute,judgement_source
06_1177_dispute,two unsworn statements of Ms April Arslan of HWL together with exhibits were admitted into evidence,Land_Dispute,evidence
06_1177_dispute, claimed and pursued with respect to a relatively small group of documents,Land_Dispute,claim
06_1177_dispute,Section 53B of the Federal Court of Australia Act 1976,Land_Dispute,judgement_source
06_1177_dispute,relevant transcripts from the primary proceeding and the appeals,Land_Dispute,evidence
06_1177_dispute,"the Liquidator agree that the Solicitors shall, after Court approval, conduct the Proceeding on behalf of the Liquidator and the Spalla Interests.",Land_Dispute,description
06_1177_dispute,"proposed funding agreement allowed the Spalla Interests to object to the liquidator accepting a settlement offer made only to Irlmond and, in the event of such an objection, delegated to an arbitrator",Land_Dispute,action
06_1177_dispute,the power of the liquidator to accept a settlement offer made to the company,Land_Dispute,description
06_1177_dispute,Deloitte parties filed a notice of motion seeking to strike out the applicants,Land_Dispute,action
06_1177_dispute,George Motor Finance and St George Wholesale Finance filed a similar notice,Land_Dispute,party
06_1177_dispute,date was vacated and the matter was re-listed for hearing in February 2005,Land_Dispute,description
06_1177_dispute,may entertain the possibility of settling the matter or ending the matter,Land_Dispute,description
06_1177_dispute,prospect of an order for costs against the liquidator,Land_Dispute,judgement_final
06_1177_dispute,this application was likely to be heard the following morning,Land_Dispute,description
06_1177_dispute,any appeal under s 1321 of an act,Land_Dispute,judgement_source
06_1177_dispute,Mr Rambaldi acted in bad faith by executing the Deed,Land_Dispute,action
06_1177_dispute,primary proceeding was commenced solely by the Spalla Interests,Land_Dispute,action
06_1177_dispute,any breach of the LFA was deliberate and strong evidence of bad faith,Land_Dispute,evidence
06_1177_dispute,acted dishonestly by not honouring his promise,Land_Dispute,action
06_1722_dispute,deposes to a belief that the amount,Land_Dispute,description
06_1722_dispute,the demand ought to be set aside as it fails,Land_Dispute,description
06_1722_dispute,undertake a calculation of any complexity such as a calculation of interest,Land_Dispute,action
06_1722_dispute,the Defendant has failed to comply with s 459E(2)(b) of the Act,Land_Dispute,judgement_source
06_1722_dispute,Defendant objects to the affidavit of Mr Whitehead on the footing,Land_Dispute,action
06_1722_dispute,failure to serve the three exhibits to the affidavit of Robert McInnes,Land_Dispute,action
06_1722_dispute,records maintained by Australian Securities and Investments Commission,Land_Dispute,evidence
06_1722_dispute,certified that each document so described is the document produced to the deponent,Land_Dispute,action
06_1722_dispute,the body of the affidavit by the deponent,Land_Dispute,evidence
06_1722_dispute,served upon the Defendant is properly and accurately described,Land_Dispute,action
06_1722_dispute,Plaintiff refused to make the payment demanded,Land_Dispute,action
06_1722_dispute,received the first notification of the technical documentation,Land_Dispute,description
06_1722_dispute,the delivery is nothing like the delivery quoted,Land_Dispute,description
06_1722_dispute,The scope of the dispute encompasses the claim by the Defendant,Land_Dispute,claim
06_1722_dispute,an order that the Defendant pay the Plaintiff's costs,Land_Dispute,judgement_final
06_1805_dispute,industry established a voluntary system for dealing with complaints,Land_Dispute,action
06_1805_dispute,establishment of the Life Insurance Federation,Land_Dispute,action
06_1805_dispute,transferred their membership to the new organisation,Land_Dispute,action
06_1805_dispute,could not approve an external complaints resolution scheme,Land_Dispute,description
06_1805_dispute,Australian Securities and Investments Commission Act 1989,Land_Dispute,judgement_source
06_1805_dispute,the Corporations Law was repealed and replaced by the Corporations Act 2001,Land_Dispute,description
06_1805_dispute,The Reform Act established a new regulatory framework,Land_Dispute,action
06_1805_dispute,now covered a wide range of activities and products,Land_Dispute,claim
06_1805_dispute,a complaint about the service provided by a member,Land_Dispute,claim
06_1805_dispute,includes the provision of investment advice by investment advisers,Land_Dispute,description
06_1805_dispute,the information was obtained the claim was held in abeyance,Land_Dispute,evidence
06_1805_dispute,covers all complaints against members by retail investors and therefore,Land_Dispute,evidence
06_1805_dispute,the constitution is a deemed contract,Land_Dispute,claim
06_1805_dispute,any clauses in the articles of association of a limited company,Land_Dispute,evidence
06_1805_dispute,general definition of a "financial product" in section 763A(1)(a),Land_Dispute,judgement_source
06_435_corruption,tribunal made positive finding of elaboration,Corruption,action
06_435_corruption,the applicant gave for the purposes of the application,Corruption,fine
06_435_corruption,judge said that the appellant had told the Court,Corruption,evidence
06_435_corruption,he would be persecuted within the meaning of the Refugee Convention,Corruption,judgement_final
06_435_corruption,The Tribunal exceeded its jurisdiction in arriving at the decision,Corruption,description
06_435_corruption,it must be presumed that if an applicant refers to information,Corruption,description
06_435_corruption,reasons for the original decision may not all be 'information' within the meaning of s 424A,Corruption,evidence
06_435_corruption,In SZDMJ v Minister for Immigration and Multicultural and Indigenous Affairs,Corruption,party
06_435_corruption,A conclusion of fabrication and elaboration of claims is substantively different,Corruption,claim
06_435_corruption,appellant's claims was its rejection of them as fabrications,Corruption,claim
06_435_corruption,the appellant would not be granted a visa,Corruption,judgement_final
06_435_corruption,The Minister submitted that the proper characterization of the Tribunal's reasons,Corruption,description
06_435_corruption,conveyed an implication or inference that it was a complete account,Corruption,action
06_435_corruption,appellant is entitled to orders quashing the decision,Corruption,judgement_final
06_435_corruption,while the reasons for the original decision may not all be 'information',Corruption,evidence
06_533_corruption,claims of the appellant wife depended entirely on the claims,Corruption,description
06_533_corruption,the police could get away with what he described,Corruption,evidence
06_533_corruption,evidence of the excesses of the police in Punjab would be embarrassing,Corruption,evidence
06_533_corruption,the case as argued before her Honour and the appeal now brought,Corruption,description
06_533_corruption,to determine the actual claims of the appellant,Corruption,action
06_533_corruption,constituted a constructive failure to exercise jurisdiction,Corruption,action
06_533_corruption,witnessed torture and an illegal cremation,Corruption,evidence
06_533_corruption,could be distinguished from V v Minister for Immigration and Multicultural and Indigenous Affairs (1999) 92 FCR 353,Corruption,judgement_source
06_533_corruption,it is sufficient to determine whether the grounds sought to be raised have a reasonable prospect of success,Corruption,description
06_533_corruption,relevant consideration for the grant of leave,Corruption,judgement_final
06_533_corruption,claimed fear of persecution as a result of his imputed political opinion,Corruption,claim
06_1999_corruption,AWB has carried on business as the exclusive manager and marketer,Corruption,action
06_1999_corruption,purchase price that must be calculated by reference to the net return,Corruption,judgement_final
06_1999_corruption,evidence on affidavit that his understanding of his instructions was to review available evidence,Corruption,evidence
06_1999_corruption,involved a comprehensive review of all contract arrangements,Corruption,action
06_1999_corruption,that the iron filings claim is inextricably linked with the Tigris transaction,Corruption,evidence
06_1999_corruption,principle extends to internal documents or parts of documents of the client,Corruption,evidence
06_1999_corruption,made an order that paragraphs [90]-[108] should be excised from the Commonwealth's written submissions,Corruption,judgement_final
06_1999_corruption,submitted that in respect of a number of documents,Corruption,action
06_1999_corruption,evidence before me includes a statutory declaration by Anastasia Carayanides,Corruption,evidence
06_1999_corruption,no evidence of a breach by AWB of Australian domestic law,Corruption,description
09_545_corruption,appellant asserted the following facts as the foundation,Corruption,evidence
09_545_corruption,the Prime Minister of Bangladesh resigned and transferred power to a caretaker government,Corruption,action
09_545_corruption,was apparent to the appellant and Bangladeshi voters,Corruption,description
09_545_corruption,addressed aspects of the facts and circumstances relied upon by the appellant,Corruption,action
09_545_corruption,inconsistent evidence submitted by the applicant regarding his address and movements,Corruption,evidence
09_545_corruption,applicant did not impress the Tribunal as a truthful,Corruption,description
09_545_corruption,regarding the disappearance of politically-motivated violence in Bangladesh,Corruption,evidence
09_545_corruption,required by paragraph 91R(1)(b) of the Act by virtue of his inability to engage in political activity at the same level he was previously engaged in for the duration of the State of Emergency,Corruption,judgement_source
09_545_corruption,reveal that the Tribunal did not accept the real premise,Corruption,evidence
08_502_robbery,the appellant is a citizen of Nepal who arrived in Australia,Robbery,evidence
08_502_robbery,the subject of the application for judicial review to the Federal Magistrates Court,Robbery,action
08_502_robbery,his house was raided by the police because the appellant had rented a floor,Robbery,action
08_502_robbery,claimed that after the Maoist leader was arrested by the authorities the leader's friends assaulted him and broke his nose,Robbery,claim
08_502_robbery,he could not seek protection from the authorities,Robbery,description
08_502_robbery,they believed he was supporting the Maoists,Robbery,evidence
08_502_robbery,member of a particular social group which was targeted by the Maoists,Robbery,evidence
08_502_robbery,evidence regarding the arrest of his tenant,Robbery,evidence
08_502_robbery,the appellant had been assaulted by Maoists,Robbery,description
08_502_robbery,Amnesty International Report was put to the applicant in a s.424A letter,Robbery,judgement_source
08_502_robbery,find denial of natural justice and procedural fairness,Robbery,evidence
06_1324_robbery,also has relevance to the cross-claim by Marubeni,Robbery,description
06_1324_robbery,seeks orders for indemnity and contribution as between the joint venturers,Robbery,claim
06_1324_robbery,"claims arising out of, or in connexion with, the joint venture agreement",Robbery,claim
06_1324_robbery,said to be open until close of business that day,Robbery,judgement_final
06_1324_robbery,assuming responsibility for any time and cost lost should the vessel,Robbery,description
06_1324_robbery,believed acceptance of the terms proposed by Anglo Coal,Robbery,description
06_1324_robbery,although it was provided by the shipbrokers to Hyundai,Robbery,description
06_1324_robbery,overlook the prospect that the principals for whom Dartbrook was acting,Robbery,description
06_1431_robbery,made orders by consent granting injunctions against the Haslucks,Robbery,action
06_1431_robbery,organisations whose interests are represented within Australia by AFACT include the applicants,Robbery,party
06_1431_robbery,observed the full process of film reproduction and print presentation,Robbery,evidence
06_1431_robbery,recognising unauthorised copies of optical discs,Robbery,stolen_items
06_1431_robbery,producers announced that their DVDs would be released,Robbery,description
06_1431_robbery,recorded in the order of 8 November 2005,Robbery,evidence
06_1431_robbery,damages for infringement of copyright requires consideration of "flagrancy of the infringement",Robbery,judgement_final
06_1431_robbery,authorities relating to the availability and principles underlying the award of exemplary damages,Robbery,description
06_1507_robbery,appeal is a contention that that the learned Federal Magistrate was wrong,Robbery,claim
06_1507_robbery,returned to Fiji upon the basis of both race and religion,Robbery,description
06_1507_robbery,they commenced to harass and intimidate the members of our group,Robbery,action
06_1507_robbery,due to the fear from the local Indigious Fijians,Robbery,description
06_1507_robbery,few indigious fijans has been detained by the fiji Authorities,Robbery,evidence
06_1507_robbery,claim that he experienced any difficulties in Fiji after returning from these visits,Robbery,claim
06_1507_robbery,a protection visa during any of these earlier visits,Robbery,stolen_items
06_1507_robbery,asked me a question about the population of one of the town in fiji,Robbery,description
06_1507_robbery,one will know the true story all these reports are relying upon from the fiji Government,Robbery,description
06_1507_robbery,information was put to the male appellant during the course of the hearing,Robbery,evidence
07_1599_robbery,Federal Court Act empowers the Court to grant summary judgment,Robbery,action
07_1599_robbery,Federal Court Act,Robbery,judgement_source
07_1599_robbery,character test set out in s 501 of the Migration Act 1958,Robbery,judgement_source
07_1599_robbery,resisting the Minister's motion is set out in an affidavit,Robbery,description
07_1599_robbery,the victim sustained brain injuries and subsequently died,Robbery,evidence
07_1599_robbery,was sentenced in the Supreme Court of New South Wales to ten years imprisonment,Robbery,judgement_final
07_1599_robbery,applicant was released from prison does not appear in the material before me,Robbery,action
07_1599_robbery,the applicant filed an affidavit which sets out some factual material,Robbery,witness
07_1599_robbery,the applicant cannot succeed in any application for judicial review,Robbery,judgement_final
07_1599_robbery,she had been fostered in Vietnam by the applicant's mother,Robbery,action
07_1599_robbery,claim made by the applicant that might possibly suggest jurisdictional error on the part of the AAT,Robbery,claim
06_51_robbery,"the applicant, Soufflet Beheer",Robbery,description
06_51_robbery,filed a Further Amended Application and,Robbery,action
06_51_robbery,the applicant made a claim for payment of a debt,Robbery,action
06_51_robbery,They disagreed,Robbery,action
06_51_robbery,"for the Australian Dollar equivalent of USD421,380.22",Robbery,fine
06_51_robbery,a compromise agreement was reached,Robbery,judgement_final
06_51_robbery,filed on 11 September 2002 by Soufflet USA Inc ("Soufflet USA"),Robbery,judgement_source
06_51_robbery,"decisions concerning the Soufflet Group's business
 are generally taken by Soufflet N&eacute",Robbery,action
06_51_robbery,"AWB Ltd (""AWB""), is a publicly listed company incorporated in Australia.",Robbery,description
06_51_robbery,It is a grains marketer and exporter,Robbery,description
06_51_robbery,"8 Soufflet USA lodged a claim for payment of USD439,557.83 with AWB",Robbery,fine
06_51_robbery,that Soufflet USA accepted this offer of compromise,Robbery,action
06_51_robbery,"It also admitted that loading was not competed within the
 time specified by the Charter Party",Robbery,evidence
06_51_robbery,the Trade Practices Act 1974 (Cth),Robbery,judgement_source
06_51_robbery,relied on the witness statements of Jean-Marc Philouze,Robbery,witness
06_51_robbery,relied on the witness statements of Rohitha Welmillage,Robbery,witness
06_51_robbery,which were also adopted as correct at trial,Robbery,judgement_final
06_51_robbery,Mr Welmillage was a chartering officer employed by AWB,Robbery,description
06_51_robbery,AWB put forward Mr Swales as an expert witness,Robbery,witness
06_51_robbery,than provided for in Clause 12,Robbery,judgement_source
06_51_robbery,"Charterers to pay Owners demurrage at the rate of USD [12,000] per day",Robbery,fine
06_51_robbery,Clause 13 as amended by Addendum No.,Robbery,judgement_source
06_51_robbery,"Owners to pay Charterers despatch at USD [6,000] per day",Robbery,fine
06_51_robbery,Clause 46 as amended by Addendum No.,Robbery,judgement_source
06_51_robbery,Clause 4 and Addendum No,Robbery,judgement_source
06_51_robbery,"That, upon loading, the vessel proceed to an Egyptian Mediterranean Port",Robbery,action
06_51_robbery,Charter Party (Addendum 1),Robbery,judgement_source
06_688_corruption,a citizen of India of Punjabi ethnicity and Sikh religion,Corruption,description
06_688_corruption,has a Bachelor of Science Degree and a Master of Science,Corruption,description
06_688_corruption,describes his occupation as motor engineer,Corruption,occupation
06_688_corruption,travelled out of India many times to Thailand and Indonesia for business,Corruption,finance
06_688_corruption,Department of Immigration and Multicultural and Indigenous Affairs (DIMIA),Corruption,institutions 
06_688_corruption,application was refused by a delegate of the Minister,Corruption,action
06_688_corruption,decision in the Federal Magistrates Court,Corruption,finance
06_688_corruption,"That application came on for hearing, his Honour, Smith FM, dismissed
the application",Corruption,judgement_final
06_688_corruption,political affiliations with a Sikh party known as Akali Dal (Badal),Corruption,party
06_688_corruption,politician called Mohan Lal who was the Member of the State Parliament,Corruption,party
06_688_corruption,he was detained by police,Corruption,action
06_688_corruption,his business suffered,Corruption,finance
06_688_corruption,Punjabis had voted for the Congress Party at the last election,Corruption,party
06_688_corruption,Department of Foreign Affairs and Trade,Corruption,institutions 
06_688_corruption,The appellant provided documents at the hearing concerning,Corruption,evidence
06_688_corruption,"One was a membership card with the name, signature and photograph",Corruption,evidence
06_688_corruption,letter appointing him to the position of General Secretary.,Corruption,evidence
06_688_corruption,information came from the United Kingdom Home Office in a document,Corruption,evidence
06_688_corruption,It did not accept his explanation in relation to his error,Corruption,action
06_688_corruption,he identified paragraphs had appeared in an extract,Corruption,evidence
06_688_corruption,424A of the Migration Act 1958 ('the Act"),Corruption,judgement_source
06_251_robbery,a citizen of Afghanistan who was born in Haqdad village in Markazi Behsud,Robbery,description
06_251_robbery,"he lived in Afghanistan his village was 'Aqdad, in the city of Basoud",Robbery,description
06_251_robbery,as amended by the 1967 Protocol,Robbery,judgement_source
06_251_robbery,It was in such areas that there was evidence of recent Taliban activity,Robbery,evidence
06_251_robbery,A news report of 18 July 2004 recorded the capture of a former Taliban leader,Robbery,action
06_251_robbery,He was then aged about 30,Robbery,description
06_251_robbery,He says that he was smuggled out of Afghanistan into Pakistan,Robbery,action
06_251_robbery,His application was accompanied by a statement,Robbery,evidence
06_251_robbery,that the Taliban came and defeated our area,Robbery,robbers
06_251_robbery,The young men in our village fled the area when the Taliban came,Robbery,action
06_251_robbery,The Taliban came to my home more than twenty or thirty times,Robbery,robbers
06_251_robbery,the Minister's delegate refused to grant the Appellant a permanent Protection,Robbery,action
06_251_robbery,and gave evidence to it on that date,Robbery,evidence
06_251_robbery,Statement in support on my application for review of the DIMIA decision,Robbery,evidence
06_251_robbery,the Tribunal decided to affirm the decision of the Minister's delegate,Robbery,judgement_final
06_251_robbery,the learned Federal Magistrate handed down his reasons for decision ordering,Robbery,judgement_final
06_251_robbery,Taliban have been removed from power in Afghanistan,Robbery,action
06_263_robbery,whole of the judgment of Nicholls FM given and published on 24 October 2005,Robbery,judgement_final
06_263_robbery,his Honour dismissed an application for review,Robbery,action
06_263_robbery,he recorded that he was sentenced early in 1997,Robbery,evidence
06_263_robbery,Abebe v The Commonwealth [1999] HCA 14 ,Robbery,judgement_source
06_263_robbery,(1999) 197 CLR 510 at [137],Robbery,judgement_source
06_263_robbery,(1996) 185 CLR 259 at 272,Robbery,judgement_source
06_315_robbery,200 of the Migration Act 1958 (Cth),Robbery,judgement_source
06_315_robbery,he was born in North Vietnam on 10 March 1972,Robbery,description
06_315_robbery,the applicant and two other men committed an armed robbery,Robbery,robbers
06_315_robbery,money was stolen from him.,Robbery,stolen_items
06_315_robbery,Crimes Act 1900 (NSW),Robbery,judgement_source
06_315_robbery,he pleaded guilty to one count of robbery,Robbery,action
06_315_robbery,He was sentenced on 13 February 1998 to five and a half years in prison,Robbery,judgement_final
06_315_robbery,Minister's delegate signed a Deportation Order,Robbery,action
06_315_robbery,the applicant did not keep that appointment and was not detained,Robbery,action
06_315_robbery,"He was sentenced to imprisonment for one year, three months",Robbery,judgement_final
06_315_robbery,He was also sentenced for one month,Robbery,judgement_final
06_315_robbery,goods in custody suspected of being stolen,Robbery,robbers
06_315_robbery,Under s 499 of the Act,Robbery,judgement_source
06_315_robbery,within the terms of s 201 of the Act,Robbery,judgement_source
06_315_robbery,s 500 of the Act,Robbery,judgement_source
06_315_robbery,Thereafter the matter was transferred to the Federal Court,Robbery,action
06_404_robbery,Part A of DG6017/1998,Robbery,judgement_source
06_404_robbery,section 67 of the Native Title Act 1993,Robbery,judgement_source
06_404_robbery,NT Act,Robbery,judgement_source
06_404_robbery,All of the evidence led by the third applicants,Robbery,evidence
06_404_robbery,Darwin is the capital city of the Northern Territory,Robbery,description
06_404_robbery,It is a beautiful and vibrant city with a diverse population,Robbery,description
06_404_robbery,(Native Title) Act 1994,Robbery,judgement_source
06_404_robbery,Post and Telegraph Act 1901 (Cth),Robbery,judgement_source
06_404_robbery,Telecommunications Act 1975 (Cth),Robbery,judgement_source
06_404_robbery,Australian Telecommunications Corporation Act 1991 (Cth),Robbery,judgement_source
06_404_robbery,The evidence of Aboriginal witnesses was given at the Supreme Court,Robbery,evidence
06_404_robbery,Evidence was taken at a number of sites,Robbery,evidence
06_404_robbery,Evidence was also given on land within the claim area,Robbery,evidence
06_404_robbery,On site evidence was also taken at the base of Howards Peninsula,Robbery,evidence
06_404_robbery,Two statements were tendered of witnesses,Robbery,witness
06_404_robbery,tendering certain documents,Robbery,evidence
06_404_robbery,"The Larrakia Tribe' in E M Curr, The Australian Race (Melbourne, 1886) (Foelsche (1886))",Robbery,description
06_404_robbery,expert evidence of Dr Black,Robbery,evidence
06_724_robbery,The appellant produced a document entitled ' Commendation Certification ,Robbery,evidence
06_724_robbery,The person following him fired at him with a pistol,Robbery,robbers
06_724_robbery,they started following him with the intention of killing him,Robbery,robbers
06_724_robbery,referred to the killing of one of the members,Robbery,robbers
06_724_robbery,Each of the two newspaper articles concerning the appellant showed,Robbery,evidence
06_724_robbery,evidence that the jirga have located,Robbery,evidence
06_724_robbery,the tribunal dismissed its findings as to this as having no effect because the appellant,Robbery,action
06_1263_robbery,Application was filed on 6 October 2005,Robbery,action
06_1263_robbery,Section 235(4B) of the Act,Robbery,judgement_source
06_1263_robbery,Migration Amendment Regulations 2006,Robbery,judgement_source
06_1263_robbery,32A of the Migration Regulations 1994,Robbery,judgement_source
06_1263_robbery,applicant's original Statement of Claim,Robbery,evidence
06_1263_robbery,78B of the Judiciary Act 1903,Robbery,judgement_source
06_1263_robbery,Such amount must be no more than the cost to the Commonwealth,Robbery,fine
06_1263_robbery,Such costs include the daily maintenance amount,Robbery,fine
06_1263_robbery,pay when they leave Villawood is approximately $130 per da,Robbery,fine
06_1294_robbery,The appellants are husband and wife who are citizens of Fiji and are of Indian ethnicity.,Robbery,description
06_1294_robbery,family home was invaded and the appellants robbed,Robbery,robbers
06_1294_robbery,some of the property recovered,Robbery,evidence
06_1294_robbery,robbed by masked men on returning from work,Robbery,robbers
06_1294_robbery,robbed the appellants of jewellery,Robbery,stolen_items
06_1294_robbery,"Fijians for his Indian ethnicity, Hindu religion",Robbery,description
06_1294_robbery,ppellants filed an application in the Federal Magistrates Court of Australia,Robbery,action
07_1031_murder,threatened by a breakaway faction,Murder,action
07_1031_murder,his family received threats,Murder,affected_parties
07_1031_murder,attacks from his political opponents,Murder,action
07_1031_murder,corruption within the police force,Murder,cause
07_1031_murder,someone was killed,Murder,injury
07_1031_murder,collecting money from the people and threatening them,Murder,action
07_1031_murder,influenced the police not to take any action,Murder,action
07_1031_murder,provided the arrest warrants,Murder,action
07_1031_murder,accusing him of killing someone,Murder,affected_parties
07_1031_murder,accused him of murder,Murder,affected_parties
07_1031_murder,accused of murder,Murder,affected_parties
07_1031_murder,claimed he was pressured,Murder,description
07_1031_murder,issued in order to harass him,Murder,motive
07_1031_murder,There were many clashes,Murder,description
07_1031_murder,some involvement in politics,Murder,description
07_1031_murder,in relation to gaining support for the upcoming election,Murder,description
07_1031_murder,noted inconsistencies in the appellant's evidence,Murder,evidence
07_1031_murder,contrasts between his original application where he claimed to have been 'in pressure' from political opponents and his later claims,Murder,evidence
07_1031_murder,he had been accused of murder and was wanted by authorities,Murder,description
07_1031_murder,sued him for killing someone,Murder,injury
07_1031_murder,does not accept that these warrants are credible,Murder,judgement_final
07_1031_murder,did not show a well-founded fear of persecution,Murder,judgement_final
07_1031_murder,s 424A of the Migration Act 1958 (Cth) (the Act),Murder,judgement_source
07_1031_murder,inconsistency between the statement of the appellant with his protection visa application,Murder,evidence
07_1031_murder,such pressure arose from him being sued by the BNP for murder,Murder,affected_parties
07_1031_murder,SZEEU v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCAFC 2 ; (2006) 150 FCR 214 and s 424A(3)(b)),Murder,judgement_source
07_1031_murder,SZDKK v Minister for Immigration and Multicultural and Indigenous Affairs [2005] FCA 1203 at [25] - [25],Murder,judgement_source
07_1031_murder,SXSB v Minister for Immigration and Citizenship [2007] FCA 319 at [19],Murder,judgement_source
07_1031_murder,NBKS v Minister for Immigration and Multicultural Affairs [2006] FCAFC 174,Murder,judgement_source
07_1031_murder,oral evidence of the appellant was false,Murder,judgement_final
07_1031_murder,the documents he was propounding were fraudulent,Murder,judgement_final
07_1684_murder,under ss 15 and 17 of the extradition act,Murder,judgement_source
07_1684_murder,where notice of receipt of extradition request has been found to be deficient in respect of certain paragraphs,Murder,evidence
07_1684_murder,whether the notice is wholly or partly invalid,Murder,evidence
07_1684_murder,eight warrants for his arrest,Murder,description
07_1684_murder,s 16(1) of the Extradition Act 1988,Murder,judgement_source
07_1684_murder,O 80 of the Federal Court Rules 2001,Murder,judgement_source
